Otu,Size,ID,Organism_Class,Organism_Order,Trophic function,Trophic status,Lifestyle,Growth form,#Accession,%identite,Longueur,BitScore,Gateway Hill-M6-1-Min10,Gateway Hill-M6-2-Min10,Gateway Hill-M6-3-Min10,Gateway Hill-M7-1-Min10,Gateway Hill-Sw-1-Org,Gateway Hill-Sw-1-Roots,Gateway Hill-Sw-1-Min10,Gateway Hill-Sw-1-Min35,Gateway Hill-Sw-2-Org,Gateway Hill-Sw-2-Roots,Gateway Hill-Sw-2-Min10,Gateway Hill-Sw-2-Min35,Gateway Hill-M2-1-Min10,Gateway Hill-M2-2-Min10,Gateway Hill-M2-3-Min10,Gateway Hill-M7-2-Min10,Gateway Hill-M7-3-Min10,Gateway Hill-M8-1-Min10,Gateway Hill-M8-2-Min10,Gateway Hill-M8-3-Min10,Gateway Hill-M14-1-Min10,Gateway Hill-M14-2-Min10,Gateway Hill-M14-3-Min10,Fort Chipewayn-TR1B-1-Min10,Fort Chipewayn-TR1B-2-Min10,Fort Chipewayn-TR1B-3-Min10,Fort Chipewayn-TR1P-1-Min10,Fort Chipewayn-TR1P-2-Min10,Fort Chipewayn-TR1P-3-Min10
OTU_86,2798,Pseudotomentella tristis partial 18S rRN,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AJ889968.1,90.6,352,0,2350,414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0
OTU_87,2784,Tricharina ascophanoides 18S ribosomal R,Pezizomycetes,Pezizales,Saprotroph,Saprotroph,Saprotroph,,U38581.1,98.5,200,0,1,3,1308,1369,0,0,0,0,0,0,0,0,0,0,0,10,3,76,13,1,0,0,0,0,0,0,0,0,0
OTU_88,2687,Pleosporineae sp. 7S-As3-2-1 genes for 1,,,,,,,AB746924.1,99.6,233,0,2553,2,11,9,0,1,0,0,11,0,0,0,1,1,0,63,1,19,1,0,7,3,3,0,0,0,0,0,1
OTU_89,2666,Tetracladium sp. voucher M16 small subun,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KX438348.1,100,290,0,306,190,163,779,3,0,0,2,133,6,6,7,13,29,0,609,79,200,58,16,27,19,19,0,1,0,0,1,0
OTU_90,2611,OTU_90,,,,,,,,,,,0,46,22,1093,0,0,0,0,0,0,0,0,22,23,4,1380,0,0,17,3,0,0,0,0,1,0,0,0,0
OTU_91,2519,Tomentella sp. 17 SE-2015 internal trans,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KT275619.1,96.7,302,0,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,0,1,2,1,0,2454,50,0,0,0,0,1,0
OTU_92,2469,OTU_92,,,,,,,,,,,18,5,9,2223,0,0,0,0,0,0,0,0,4,3,0,0,0,200,6,0,1,0,0,0,0,0,0,0,0
OTU_93,2464,Verticillium sp. EXP0564F 18S ribosomal ,Sordariomycetes,Hypocreales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,DQ914739.1,99.6,245,0,34,9,18,874,0,0,0,0,13,4,24,15,0,1,2,863,23,559,16,9,0,0,0,0,0,0,0,0,0
OTU_94,2460,Claussenomyces sp. voucher G.M.2015-08-2,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,MF099779.1,95,298,0,2,0,849,120,0,0,0,0,0,0,3,0,13,452,1,919,93,7,0,0,0,0,0,1,0,0,0,0,0
OTU_95,2459,Cadophora sp. strain F1B(7B) internal tr,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KX610425.1,99.4,333,0,45,6,14,839,1,16,6,16,4,4,1,1,37,43,4,1229,13,131,0,1,21,12,15,0,0,0,0,0,0
OTU_96,2373,Cadophora sp. voucher M Loden small subu,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,MG076773.1,100,363,0,97,29,43,759,0,0,1,3,2,6,16,10,59,50,8,801,13,449,4,3,2,13,5,0,0,0,0,0,0
OTU_97,2288,"Cladosporium sp. 18S ribosomal RNA gene,",Dothideomycetes,Capnodiales,Saprotroph,Saprotroph,Saprotroph,,KX459429.1,100,285,0,473,78,628,29,175,13,20,15,71,3,4,13,32,10,1,179,13,381,0,0,28,100,9,1,2,1,2,4,3
OTU_98,2237,Sebacina vermifera isolate FFP337 18S ri,Agaricomycetes,Sebacinales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,JQ711843.1,99.4,328,0,0,0,0,0,5,10,48,93,446,95,103,72,0,1342,1,5,0,0,0,0,0,0,0,0,0,0,0,0,17
OTU_99,2209,Pleotrichocladium opacum strain CBS_709_,,,,,,,KY853464.1,95.1,284,0,2,2,167,577,0,20,8,21,1,4,0,0,21,25,5,676,54,618,0,0,3,4,1,0,0,0,0,0,0
OTU_100,2194,Tomentellopsis sp. isolate MT38 internal,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KX168655.1,99.6,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2191,0,0,0,1
OTU_101,2106,Sydowia polyspora isolate PAV-M 1.097A 1,Dothideomycetes,Dothideales,Saprotroph,Saprotroph,Saprotroph,,KF993420.1,100,264,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2101,0,0,1,0,0,0,1,0,0,0,0,0,0
OTU_102,2101,Devriesia pseudoamericana CPC:16174 18S ,Dothideomycetes,Capnodiales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,GU570527.1,98.9,284,0,214,195,474,5,213,32,23,12,137,0,8,4,1,14,0,516,0,56,0,0,75,113,9,0,0,0,0,0,0
OTU_103,2090,Mycena albidoaquosa voucher 960 18S ribo,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,JF908490.1,100,338,0,0,0,0,0,18,0,0,0,1823,0,11,1,0,0,3,79,0,155,0,0,0,0,0,0,0,0,0,0,0
OTU_104,2055,Paraphoma radicina isolate S35 small sub,Dothideomycetes,Pleosporales,Unknown Function,Unknown Function,Unknown Function,,KY322601.1,100,299,0,22,3,14,1214,0,0,0,0,0,0,0,0,55,12,5,289,37,374,2,1,22,3,0,0,1,1,0,0,0
OTU_105,1997,OTU_105,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,0,320,6,1214,0,419,0,0,20,14,0,0,0,0,0,0,0
OTU_106,1995,Amphinema sp. MB-2011 18S ribosomal RNA ,Agaricomycetes,Atheliales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KP896159.1,98.3,294,0,0,0,0,0,0,19,485,925,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,138,0,0,0,0
OTU_107,1967,"Chalara recta 18S rRNA gene (partial), I",Incertae sedis,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,FR667210.1,95,259,0,798,0,14,288,548,0,0,0,298,0,2,0,0,1,0,8,2,0,0,0,1,4,0,3,0,0,0,0,0
OTU_108,1925,Penicillium sp. GW_OTU23 18S ribosomal R,Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,KP714552.1,100,302,0,7,15,130,206,31,16,13,10,12,7,19,24,36,39,8,223,44,992,1,0,0,30,7,2,6,3,0,19,25
OTU_109,1900,Mortierella minutissima strain FSU 2735 ,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,EU484297.1,100,261,0,0,0,0,0,0,0,6,17,72,312,189,558,0,0,0,0,0,2,0,0,0,0,0,3,678,4,0,59,0
OTU_110,1885,Cadophora sp. Di3-8 18S ribosomal RNA ge,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KF053576.1,100,295,0,5,0,468,107,2,101,8,8,0,1,0,3,222,75,26,152,4,566,6,5,44,54,28,0,0,0,0,0,0
OTU_111,1876,Lyomyces sp. 4 MPM-2012 isolate 101SAMHY,,,,,,,JX857752.1,99.6,284,0,0,0,0,0,0,1830,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_112,1856,Infundichalara microchona strain KRP75-5,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,HM036588.1,99.6,271,0,42,19,214,125,3,0,0,0,70,0,5,3,24,78,7,1083,30,99,2,0,32,13,5,1,0,0,0,1,0
OTU_113,1779,Salal root associated fungus UBCtra143 1,,,,,,,AF149075.1,100,256,0,5,0,0,17,0,0,0,0,0,0,0,1,0,8,0,4,0,2,0,0,0,0,0,71,136,77,22,1217,219
OTU_114,1748,Pycnopeziza sympodialis isolate 268Jb14 ,Leotiomycetes,Helotiales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KU516576.1,95.9,294,0,0,0,0,0,0,0,0,0,1747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_115,1733,"Tomentella cinerascens ITS1, 5.8S riboso",Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U83483.1,99.1,328,0,0,0,0,0,0,0,0,3,1096,316,145,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_116,1681,Ectomycorrhizal isolate (Hymenoscyphus e,,,,,,,AJ430188.1,100,252,0,0,90,48,0,0,6,43,99,147,223,310,263,3,0,36,0,0,3,0,6,0,6,7,0,138,0,8,10,235
OTU_117,1661,OTU_117,,,,,,,,,,,0,0,0,1660,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_118,1619,Plectosphaerella sp. isolate Q10 small s,Sordariomycetes,Hypocreales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KX588067.1,99.6,268,0,0,1,4,23,1,0,0,0,0,0,0,0,0,0,0,1583,2,1,1,2,0,0,1,0,0,0,0,0,0
OTU_119,1615,Phialophora sp. DF33 18S ribosomal RNA g,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,EU314707.1,100,251,0,151,2,13,572,0,3,0,1,0,0,0,0,1,0,0,9,5,858,0,0,0,0,0,0,0,0,0,0,0
OTU_120,1593,Mortierella alpina strain FSU 2698 inter,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,JN943023.1,98.6,276,0,1,0,15,895,0,0,0,2,0,2,2,3,16,290,1,177,3,56,2,1,0,0,0,5,1,2,9,11,99
OTU_121,1563,Exophiala sp. CPC 12173 18S ribosomal RN,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,EU035422.1,100,328,0,1039,129,101,20,17,62,2,0,12,0,1,0,1,1,0,42,0,58,0,0,43,31,4,0,0,0,0,0,0
OTU_122,1559,Trechispora sp. DLL2009-177 18S ribosoma,Agaricomycetes,Trechisporales,Saprotroph,Saprotroph,Saprotroph,,JQ673208.1,80.4,337,0,0,0,0,0,1422,3,51,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_123,1517,"Herpotrichia sp. H25 genes for 18S rRNA,",Dothideomycetes,Pleosporales,Saprotroph,Saprotroph,Saprotroph,,LC224321.1,100,242,0,48,3,766,1,355,13,52,11,21,0,3,1,0,0,0,45,0,6,2,2,5,144,38,0,1,0,0,0,0
OTU_124,1503,Amphinema sp. MB-2010 18S ribosomal RNA ,Agaricomycetes,Atheliales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KP896158.1,99.7,298,0,0,1,143,0,4,0,2,5,128,717,230,263,0,0,0,0,1,1,0,0,1,6,1,0,0,0,0,0,0
OTU_125,1490,Cladophialophora chaetospira genes for 1,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,LC077702.1,97.9,240,0,0,3,70,8,13,21,64,82,49,56,72,67,157,398,10,37,4,279,4,0,1,23,24,1,10,16,2,5,14
OTU_126,1459,Tomentella sp. &apos;LT56&apos; Tomentel,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U83482.1,99.4,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1458,0,0,0,0
OTU_127,1389,Chalara longipes 18S rRNA gene (partial),Incertae sedis,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,FR667214.1,96.2,263,0,282,51,707,0,127,17,48,51,37,2,1,12,0,0,0,0,0,1,0,0,42,10,1,0,0,0,0,0,0
OTU_128,1383,Mycena alba voucher 112a 18S ribosomal R,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,JF908381.1,83.3,359,0,0,0,0,0,0,4,35,17,204,3,16,1,0,0,0,0,0,1102,0,1,0,0,0,0,0,0,0,0,0
OTU_129,1378,Inocybe malenconii isolate 2020521-001 v,Agaricomycetes,Agaricales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,HQ604776.1,98.8,413,0,1360,1,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_130,1358,Clitocybe sp. 5 PA-2015 voucher AH42912 ,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KJ680989.1,95.9,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1354,0,1,0,0,0,1,0,0,0,0,0
OTU_131,1357,Lycoperdon excipuliforme voucher HC-PNNT,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KT875055.1,98.7,377,0,0,0,0,1,1151,0,65,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_132,1343,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,99.1,218,0,0,0,0,0,2,8,66,97,395,259,184,230,0,0,1,1,0,7,1,0,1,88,3,0,0,0,0,0,0
OTU_133,1334,Venturiaceae sp. GM 15-02 internal trans,,,,,,,KF359588.1,95.2,291,0,0,0,0,0,0,20,19,18,2,84,9,17,0,1,0,1,0,1,0,0,0,0,0,0,1112,49,0,0,1
OTU_134,1325,Rhodosporidium concentricum isolate 9912,Microbotryomycetes,Sporidiobolales,Biotroph/Mycoparasite,Biotroph,Mycoparasite,,DQ250654.1,100,238,0,0,0,0,0,0,2,330,648,8,27,143,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_135,1311,Exophiala equina strain FMR 10881 18S ri,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,KU705836.1,100,300,0,0,24,36,32,11,5,55,82,6,7,62,55,20,71,1,556,2,210,17,0,1,30,27,0,1,0,0,0,0
OTU_136,1302,"Ramaria abietina 18S rRNA gene, 5.8S rRN",Agaricomycetes,Gomphales,Symbiotroph/Ectomycorrhizal/white rot,Symbiotroph,Ectomycorrhizal,White rot,AJ408383.1,96,301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1293,5,0,0,1,1,0,0,1,0,0,0,0,0,0
OTU_137,1282,Penicillium chalabudae CBS 219.66 ITS re,Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,NR_144845.1,100,303,0,1,0,2,20,6,0,0,0,0,6,0,0,23,1161,4,14,3,22,0,2,1,0,1,1,1,1,2,4,7
OTU_138,1255,Suillus glandulosipes isolate CO4 18S ri,Agaricomycetes,Boletales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KX230599.1,100,316,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1052,0,192,0
OTU_139,1253,Tricholoma vaccinum voucher SMI298 18S r,Agaricomycetes,Agaricales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,FJ845444.1,100,363,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,20,1227,0,0,0,0,0,0
OTU_140,1229,Mortierella sp. ATT235 18S ribosomal RNA,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,HQ607904.1,81.4,296,0,0,0,0,723,0,0,0,0,24,9,52,55,5,243,1,61,1,42,13,0,0,0,0,0,0,0,0,0,0
OTU_141,1218,Mucoromycota sp. strain A501 small subun,,,,,,,MG190603.1,100,269,0,0,0,0,0,0,1,1,3,33,715,134,273,0,0,0,14,0,5,7,0,1,1,0,3,0,1,18,4,4
OTU_142,1215,Coleophoma paracylindrospora strain CBS ,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KU728491.1,95.1,287,0,0,0,0,7,8,0,0,0,0,0,1,0,117,793,136,8,1,49,1,0,0,0,5,0,52,20,8,2,7
OTU_143,1211,Acremonium sp. LB-2012 18S ribosomal RNA,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,JX276044.1,100,259,0,1,0,5,0,0,0,0,0,0,0,2,0,33,62,9,1036,1,41,21,0,0,0,0,0,0,0,0,0,0
OTU_144,1208,Mortierella sp. 02NH02 18S ribosomal RNA,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,JX270348.1,97.1,277,0,33,0,248,551,0,0,0,0,1,0,0,0,18,195,0,35,90,29,0,0,0,2,6,0,0,0,0,0,0
OTU_145,1202,OTU_145,,,,,,,,,,,0,17,0,2,0,0,0,0,1,0,0,0,0,0,0,1149,12,0,0,0,21,0,0,0,0,0,0,0,0
OTU_146,1155,OTU_146,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,0,1,1,1,0,0,0,0,0,0,0,0,0
OTU_147,1153,Cenococcum geophilum strain SO4 18S ribo,Dothideomycetes,Hysteriales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KC967382.1,97.2,252,0,146,0,0,0,0,9,89,205,7,116,64,108,4,356,23,1,0,1,0,0,0,1,0,0,0,9,0,0,14
OTU_148,1141,Rhizoscyphus ericae isolate FFP629 18S r,Leotiomycetes,Helotiales,Symbiotroph/Ericoid,Symbiotroph,Ericoid,,JQ711893.1,99.4,317,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1104,22,0,0,9
OTU_149,1106,Gelasinospora sp. VL222 18S ribosomal RN,Sordariomycetes,Sordariales,Saprotroph,Saprotroph,Saprotroph,,JF440595.1,100,318,0,4,1,6,0,1,2,46,112,0,2,16,9,3,3,1,0,3,0,0,0,0,3,0,258,148,13,129,281,65
OTU_150,1103,Sympodiella acicola strain CBS_487.82 sm,Dothideomycetes,Venturiales,Saprotroph,Saprotroph,Saprotroph,,KY853468.1,86.7,279,0,431,149,1,0,413,0,4,0,29,0,1,0,0,0,0,32,0,0,0,0,37,1,5,0,0,0,0,0,0
OTU_151,1099,Myrothecium sp. 41 KW-2015 18S ribosomal,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,KP174686.1,98.3,288,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1075,2,12,0,1,0,0,0,0,0,0,0,0,0
OTU_152,1093,Podospora sp. V534RZ 18S ribosomal RNA g,Sordariomycetes,Sordariales,Saprotroph,Saprotroph,Saprotroph,,KM519647.1,98.5,268,0,57,4,48,33,0,0,0,1,6,1,8,5,63,22,3,713,109,1,0,0,1,13,5,0,0,0,0,0,0
OTU_153,1078,Penicillium spinulosum strain SmDk8 smal,Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,HQ406811.1,100,302,0,0,0,159,44,13,0,2,17,14,8,34,72,60,151,9,25,2,89,18,2,2,1,2,19,42,38,82,21,152
OTU_154,1060,Helvellosebacina sp. TUB 020028 18S ribo,,,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KF000456.1,90,321,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_155,1058,"Sebacina sp. Seb13I genes for ITS1, 5.8S",Agaricomycetes,Sebacinales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AB831799.1,92.8,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058
OTU_156,1034,Coniochaeta mutabilis isolate 210Ja14 18,Sordariomycetes,Coniochaetales,Saprotroph,Saprotroph,Saprotroph,,KU516514.1,100,299,0,0,0,0,0,2,12,47,72,6,9,14,54,0,1,0,9,1,2,0,1,1,0,0,51,326,41,47,40,298
OTU_157,1031,Arachnopeziza obtusipila voucher TNS-F12,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,JN033446.1,83.6,304,0,0,1,36,1,3,0,0,0,0,0,0,0,1,0,0,202,6,778,0,0,0,1,0,0,1,0,0,0,1
OTU_158,1027,Stilbella sp. 1 TMS-2011 voucher SC12d50,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,HQ631053.1,99.3,283,0,4,4,71,282,2,0,2,12,3,1,4,2,6,25,2,378,12,153,3,2,23,23,12,0,1,0,0,0,0
OTU_159,1017,OTU_159,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,234,782,0,0,0,0,0,0,0,0,0,0,0
OTU_160,1007,Olpidium virulentus isolate CTL-1 intern,Chytridiomycetes,Olpidiales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KF661296.1,100,184,0,2,126,16,838,0,0,0,0,0,0,0,0,7,0,1,4,6,0,1,1,0,0,5,0,0,0,0,0,0
OTU_161,992,Hydnellum peckii voucher SL57 18S riboso,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,EU622356.1,100,306,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,0,0,16,0
OTU_162,990,Knufia sp. strain F1A(3) internal transc,Incertae sedis,Incertae sedis,Unknown Function,Unknown Function,Unknown Function,,KX610444.1,100,296,0,3,19,10,0,72,3,27,4,34,1,1,0,18,42,1,643,11,12,10,0,34,18,27,0,0,0,0,0,0
OTU_163,984,Cortinarius junghuhnii isolate PK5601 18,Agaricomycetes,Agaricales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,HQ604725.1,99.7,292,0,2,84,2,17,24,1,0,0,25,27,8,14,5,222,1,29,449,21,1,2,2,0,31,1,6,5,3,0,2
OTU_164,976,Clavicipitaceae sp. LM336 18S ribosomal ,,,,,,,EF060655.1,82.8,279,0,53,13,195,0,4,0,1,0,29,14,1,0,0,0,0,273,0,375,1,5,0,8,4,0,0,0,0,0,0
OTU_165,969,Rhizopogon villosulus isolate MICH 5256 ,Agaricomycetes,Boletales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KC306751.1,100,311,0,0,0,0,0,20,0,0,1,0,0,4,0,6,10,3,274,10,437,3,2,6,0,0,4,96,15,19,23,36
OTU_166,967,Metapochonia suchlasporia voucher CFMR:F,,,,,,,KU668952.1,100,295,0,19,3,13,173,4,1,1,1,7,2,1,0,7,47,2,582,23,75,1,0,0,5,0,0,0,0,0,0,0
OTU_167,961,Tomentella sp. 16 SE-2015 internal trans,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KT275616.1,98.3,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,959,0,0,0,0,0,0,0
OTU_168,959,Penicillium sp. Driftwd2-E 18S ribosomal,Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,KX100380.1,100,303,0,133,80,69,89,3,1,2,1,0,0,0,0,13,44,6,336,56,43,47,3,10,16,6,0,1,0,0,0,0
OTU_169,956,Oidiodendron chlamydosporicum UAMH 6520 ,Leotiomycetes,Incertae sedis,Symbiotroph/Ericoid,Symbiotroph,Ericoid,,NR_111032.1,99.6,254,0,0,0,0,3,0,0,11,23,0,2,3,32,6,2,1,0,0,350,3,0,0,2,1,16,129,139,9,46,178
OTU_170,938,Oliveonia pauxilla voucher KC1149 18S ri,Agaricomycetes,Auriculariales,Saprotroph,Saprotroph,Saprotroph,,HQ441576.1,85.7,293,0,0,0,0,0,644,233,18,7,22,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
OTU_171,930,Schizothecium glutinans strain CBS 134.8,Sordariomycetes,Sordariales,Saprotroph,Saprotroph,Saprotroph,,AY999116.1,97.7,300,0,0,0,1,897,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0
OTU_172,927,OTU_172,,,,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,6,1,0,797,119,0,0,0,0,0,0,0,0,0,0,0,0
OTU_173,925,Clonostachys sp. isolate MASR S22 small ,Sordariomycetes,Hypocreales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KY129987.1,100,286,0,0,11,214,3,0,0,0,0,0,0,0,0,39,1,1,571,80,0,0,0,4,0,1,0,0,0,0,0,0
OTU_174,912,Axenic ectomycorrhizal isolate (Helotial,,,,,,,AJ430412.1,99.2,245,0,1,2,1,0,0,8,15,13,4,0,1,3,387,284,3,48,1,14,1,2,1,102,16,0,1,1,2,0,1
OTU_175,884,Umbelopsis sp. GMU_LL_01_D5 internal tra,Incertae sedis,Mucorales,Saprotroph,Saprotroph,Saprotroph,,KC180747.1,100,257,0,0,0,1,0,3,0,0,1,0,0,2,0,173,497,91,40,0,37,0,1,1,0,4,0,16,5,2,2,8
OTU_176,881,Phoma sp. MJW-2010e isolate VT 3-2-1-7r ,Dothideomycetes,Pleosporales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,HM589507.1,100,250,0,0,2,5,79,0,0,0,1,1,0,1,0,7,0,0,63,5,0,0,0,0,708,9,0,0,0,0,0,0
OTU_177,862,Lecanicillium fungicola isolate TR117 18,Sordariomycetes,Hypocreales,Biotroph/Animal parasite,Biotroph,Animal parasite,,HQ608127.1,96.5,312,0,9,53,746,18,0,0,2,12,4,2,8,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_178,850,Tomentella sp. voucher Ch2 small subunit,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KX438352.1,96.4,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_179,816,Mycoarthris corallina UFMGCB 6326 18S ri,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KC485428.1,96.6,238,0,0,0,13,0,0,0,0,0,657,3,3,3,0,2,0,0,1,129,2,1,0,2,0,0,0,0,0,0,0
OTU_180,814,Phialophora sp. C16 isolate C16 18S ribo,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,FJ903315.1,99.7,287,0,74,18,48,39,1,0,0,0,14,0,0,0,28,165,5,16,12,371,3,6,0,3,10,0,0,0,0,1,0
OTU_181,810,Tomentella sp. 1 DK-2015 isolate PA47 18,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KR019827.1,96,329,0,0,0,0,0,0,63,252,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
